song_artist,user_id,song,artist,playcount,user_total_plays,score,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id,predictions
"('Exit Music (For A Film)', 'Brad Mehldau')",user_000691,Exit Music (For A Film),Brad Mehldau,8,129327,6.185869926620118e-05,0.921,0.28300000000000003,263933.0,0.174,0.6759999999999999,4.0,0.0582,-21.064,0.0,0.0331,154.72,4.0,0.117,73ik3a517Lz2W7eLWejapJ,0.00020781257913671247
"('Expecting', 'The White Stripes')",user_000691,Expecting,The White Stripes,6,129327,4.639402444965089e-05,0.452,0.355,123267.0,0.939,0.000113,0.0,0.238,-3.1660000000000004,1.0,0.21,178.995,4.0,0.28300000000000003,4iogsaAesg46egEuvFY7uu,0.0003133493574367652
"('Eye In The Sky', 'The Alan Parsons Project')",user_000691,Eye In The Sky,The Alan Parsons Project,6,129327,4.639402444965089e-05,0.562,0.823,276280.0,0.417,0.00098,2.0,0.0765,-12.643,1.0,0.032,111.928,4.0,0.522,39qYD4J4BKvZMQgxfXl5bv,0.00025550059634271705
"('F Ride + Blues', 'Savath & Savalas')",user_000691,F Ride + Blues,Savath & Savalas,7,129327,5.412636185792603e-05,0.325,0.575,273173.0,0.295,0.0035,7.0,0.111,-13.107,0.0,0.0289,121.957,4.0,0.287,1Jlkxn9JyVpjAUdDvCjhB2,0.00022183440995382497
"('Facing North', 'The Appleseed Cast')",user_000691,Facing North,The Appleseed Cast,6,129327,4.639402444965089e-05,0.000299,0.278,221947.0,0.949,0.6890000000000001,6.0,0.349,-4.303,0.0,0.0641,155.088,4.0,0.34700000000000003,6raMwnN6UsQeUNL26rhc4z,0.0
"('Fake Plastic Trees', 'Radiohead')",user_000691,Fake Plastic Trees,Radiohead,8,129327,6.185869926620118e-05,0.16699999999999998,0.454,290707.0,0.229,0.102,2.0,0.202,-12.592,1.0,0.0297,73.55199999999998,4.0,0.134,045sp2JToyTaaKyXkGejPy,0.00038181987153729224
"('Falling Horses', 'Efterklang')",user_000691,Falling Horses,Efterklang,6,129327,4.639402444965089e-05,0.937,0.294,433053.0,0.402,0.944,10.0,0.3720000000000001,-12.683,0.0,0.0327,151.548,3.0,0.1,2cxlzdLukQewxS7ClTCJot,0.00011987135997970633
"('Fallow', 'The Weakerthans')",user_000691,Fallow,The Weakerthans,6,129327,4.639402444965089e-05,0.476,0.477,327120.0,0.403,0.272,2.0,0.118,-16.165,1.0,0.0279,111.434,4.0,0.282,49hPIrwp3qdo9lGn3d7JWx,0.0002157632938946108
"('Father And Daughter', 'Paul Simon')",user_000691,Father And Daughter,Paul Simon,6,129327,4.639402444965089e-05,0.195,0.775,251187.0,0.56,0.000863,4.0,0.183,-7.085,1.0,0.0314,106.003,4.0,0.8109999999999999,4aU1zq0W9Ftg1UAQSj4aHN,0.0
"('Fear', 'Throwing Muses')",user_000691,Fear,Throwing Muses,8,129327,6.185869926620118e-05,0.122,0.264,176867.0,0.943,0.469,7.0,0.399,-7.443,1.0,0.0801,151.827,4.0,0.525,6LU6EPNbqVr23XKSw9msSL,0.00020608144142642004
"('Find Her Finer', 'Frank Zappa')",user_000691,Find Her Finer,Frank Zappa,10,129327,7.732337408275146e-05,0.505,0.7609999999999999,261200.0,0.449,5.36e-05,2.0,0.154,-14.220999999999998,1.0,0.0526,93.242,4.0,0.578,15Ds7FmkLW70H2btQWYWaP,0.00021179323784914494
"('Firefly', 'Jucifer')",user_000691,Firefly,Jucifer,6,129327,4.639402444965089e-05,0.00685,0.462,114093.0,0.454,0.962,2.0,0.181,-8.432,1.0,0.0353,128.329,4.0,0.193,6z1oNMJ2kiZQvVQ7yqtmv9,0.00021475071849019756
"('Fireplace', 'R.E.M.')",user_000691,Fireplace,R.E.M.,6,129327,4.639402444965089e-05,0.0343,0.476,204507.0,0.71,3.5600000000000005e-05,2.0,0.112,-10.331,1.0,0.0371,101.671,3.0,0.5920000000000001,50KO46MHsh9K67kdPTk7mX,0.00017399247839589016
"('Five Hundred Miles High', 'Stan Getz')",user_000691,Five Hundred Miles High,Stan Getz,6,129327,4.639402444965089e-05,0.534,0.34700000000000003,490627.0,0.529,0.77,4.0,0.129,-15.027,0.0,0.0345,139.33,4.0,0.302,7GjRkD1AxQF2TQen7GFmmv,0.0002107090377423404
"('Five Stop Mother Superior Rain', 'The Flaming Lips')",user_000691,Five Stop Mother Superior Rain,The Flaming Lips,6,129327,4.639402444965089e-05,0.17,0.417,379733.0,0.475,0.000998,9.0,0.0717,-6.023,1.0,0.0294,125.142,4.0,0.229,22SvpcIGwTqcA1psV0AyGz,0.0001226860264702534
"('Flyswatter', 'Eels')",user_000691,Flyswatter,Eels,7,129327,5.412636185792603e-05,0.124,0.693,199400.0,0.632,0.0478,2.0,0.14300000000000002,-8.469,1.0,0.0271,121.736,4.0,0.353,23HGl6eolgxlIhP054rIjt,4.901950446112302e-05
"('For The Sake Of The Song', 'Townes Van Zandt')",user_000691,For The Sake Of The Song,Townes Van Zandt,7,129327,5.412636185792603e-05,0.778,0.387,322053.0,0.124,4.2700000000000015e-05,11.0,0.115,-19.606,1.0,0.04,204.317,4.0,0.477,4ELGuNlKE0uiD6waM1qWhu,0.0002472151439332215
"('Four', 'Miles Davis')",user_000691,Four,Miles Davis,12,129327,9.278804889930176e-05,0.526,0.507,430067.0,0.5920000000000001,6.85e-06,1.0,0.354,-6.596,1.0,0.0361,105.356,4.0,0.674,644zdVPhE3YFFnAom35JGi,0.0003825728283257668
"('Fraulein', 'Townes Van Zandt')",user_000691,Fraulein,Townes Van Zandt,7,129327,5.412636185792603e-05,0.607,0.49,162933.0,0.201,4.79e-05,2.0,0.117,-15.78,1.0,0.0322,128.287,4.0,0.529,3EGMWI2J3rxsEJ7nfIvape,0.0
"('Free Willy', 'Brad Mehldau')",user_000691,Free Willy,Brad Mehldau,6,129327,4.639402444965089e-05,0.5379999999999999,0.411,305520.0,0.5870000000000001,0.684,8.0,0.109,-17.711,1.0,0.0749,162.115,4.0,0.304,3lTGJAaU6GZQ6heebahQr1,0.0007260920724632136
"('Freedom Rider', 'Traffic')",user_000691,Freedom Rider,Traffic,7,129327,5.412636185792603e-05,0.0198,0.443,325987.0,0.818,0.0321,7.0,0.191,-7.282999999999999,0.0,0.0329,112.405,4.0,0.484,0eZK6mHnLp7A4EVdVJmqfs,0.00011143722948658841
"('Friday - Friday', 'Boy Kill Boy')",user_000691,Friday - Friday,Boy Kill Boy,6,129327,4.639402444965089e-05,0.000208,0.458,122027.0,0.848,0.0,2.0,0.08,-4.248,1.0,0.045,149.02200000000005,4.0,0.8059999999999999,0VWaweGlCWdLdjWkF1tjj0,0.0001423938548992254
"('Fruits Of My Labor', 'Lucinda Williams')",user_000691,Fruits Of My Labor,Lucinda Williams,6,129327,4.639402444965089e-05,0.6729999999999999,0.341,288133.0,0.249,0.000445,8.0,0.107,-12.009,1.0,0.0445,84.036,3.0,0.173,31nItlXwgCCFpttS50Rbxf,0.00025991881955689244
"('Futures & Folly', 'Blitzen Trapper')",user_000691,Futures & Folly,Blitzen Trapper,6,129327,4.639402444965089e-05,0.0589,0.662,133973.0,0.66,0.00236,0.0,0.196,-6.948,1.0,0.0279,125.186,4.0,0.923,1mnWdYIC4W8E9DLCNpykRU,0.00012316864281136652
"('Game Of Pricks', 'Guided By Voices')",user_000691,Game Of Pricks,Guided By Voices,7,129327,5.412636185792603e-05,0.000519,0.326,135160.0,0.906,0.00963,9.0,0.146,-4.229,1.0,0.0473,139.093,4.0,0.312,3vwST30FQzi06Ay3ZG3cMp,0.0007974775264754097
"('Genesis Hall', 'Fairport Convention')",user_000691,Genesis Hall,Fairport Convention,7,129327,5.412636185792603e-05,0.512,0.523,215107.0,0.423,0.00053,2.0,0.303,-10.474,0.0,0.0274,131.07399999999998,3.0,0.328,6PQ4LvywnlGR86T4HHO17e,0.0001963714992962995
"('Get Myself Arrested', 'Gomez')",user_000691,Get Myself Arrested,Gomez,6,129327,4.639402444965089e-05,0.314,0.531,243933.0,0.562,0.0,9.0,0.0964,-9.255,1.0,0.0265,81.257,4.0,0.713,7ete47ob5oluTXj7WCQzbi,0.000244856411954375
"('Get The Time', 'Descendents')",user_000691,Get The Time,Descendents,6,129327,4.639402444965089e-05,0.376,0.349,196427.0,0.748,0.34,7.0,0.268,-11.675999999999998,1.0,0.0455,173.041,4.0,0.611,2H7W4q8W86r9GzRuTiiuTs,0.00027918487900469025
"('Get Up', 'Sleater-Kinney')",user_000691,Get Up,Sleater-Kinney,6,129327,4.639402444965089e-05,0.00594,0.509,226373.0,0.929,0.000106,4.0,0.0988,-4.183,1.0,0.0391,142.607,4.0,0.664,6OlC7PV73ZAFVOW2J0Xp9O,0.00021133236198211947
"('Getting In Tune', 'The Who')",user_000691,Getting In Tune,The Who,8,129327,6.185869926620118e-05,0.13,0.345,287250.0,0.7559999999999999,0.0105,0.0,0.14300000000000002,-8.296,1.0,0.073,149.02100000000004,4.0,0.529,0M7tdKXvtrEk26j8nXFtvC,0.0002894097656729322
"('Ghost In The Graveyard', 'A Sunny Day In Glasgow')",user_000691,Ghost In The Graveyard,A Sunny Day In Glasgow,6,129327,4.639402444965089e-05,0.005529999999999999,0.24,359053.0,0.8859999999999999,0.845,11.0,0.135,-10.852,1.0,0.0708,150.733,4.0,0.142,02bozMiWDGFR6JejVWiYbX,0.0002960426276410466
"('Gimme Gimme Shock Treatment', 'Ramones')",user_000691,Gimme Gimme Shock Treatment,Ramones,6,129327,4.639402444965089e-05,0.00025,0.373,104733.0,0.969,0.603,4.0,0.0641,-3.202,1.0,0.0716,189.312,4.0,0.81,3YD5vO3TvQRoqfU3NYYWnN,0.0001748570094362023
"('Gin And Platonic', 'Joan Of Arc')",user_000691,Gin And Platonic,Joan Of Arc,6,129327,4.639402444965089e-05,0.0358,0.615,212560.0,0.591,0.17,0.0,0.16699999999999998,-7.42,1.0,0.0278,116.367,4.0,0.7090000000000001,6nSKNqrqzHARk4hhRFvqXH,0.00021475071849019756
"('Girlfriend', 'Matthew Sweet')",user_000691,Girlfriend,Matthew Sweet,6,129327,4.639402444965089e-05,0.00901,0.529,219800.0,0.7140000000000001,6.26e-06,6.0,0.0772,-6.315,1.0,0.031,120.598,4.0,0.8140000000000001,338gPBomyqx33wfeF1AGOd,0.0005965041197046883
"('Give It Away', 'Red Hot Chili Peppers')",user_000691,Give It Away,Red Hot Chili Peppers,8,129327,6.185869926620118e-05,0.00244,0.6659999999999999,282907.0,0.936,0.086,7.0,0.153,-9.919,1.0,0.0476,91.577,4.0,0.7759999999999999,0uppYCG86ajpV2hSR3dJJ0,0.00023419207471975234
"('Go', 'Pearl Jam')",user_000691,Go,Pearl Jam,6,129327,4.639402444965089e-05,0.00999,0.322,200039.0,0.968,4.120000000000001e-05,9.0,0.445,-5.59,1.0,0.106,115.565,4.0,0.316,337kipThk7s7nHJ8POg1jK,0.0002507141007697111
"('Go On', 'French Kicks')",user_000691,Go On,French Kicks,6,129327,4.639402444965089e-05,0.141,0.602,196520.0,0.604,0.272,4.0,0.106,-8.676,1.0,0.0334,96.21,4.0,0.202,4mKQHePHW6D84YuQZgcNjl,0.0003616627909917014
"('Go-Go (Theme And Announcement)', 'Miles Davis')",user_000691,Go-Go (Theme And Announcement),Miles Davis,13,129327,0.00010052038630757692,0.264,0.439,98400.0,0.5760000000000001,7.11e-06,8.0,0.6940000000000001,-11.736,1.0,0.121,99.691,3.0,0.5329999999999999,55T2aVABpBNpM79u65NF5x,0.0002134165624405604
"('God', 'Don Lennon')",user_000691,God,Don Lennon,7,129327,5.412636185792603e-05,0.0,0.0,4040.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0tadwEcLQiQrJVyb5RAvsS,0.0001837472737264978
"('Golden Ball', 'Stereolab')",user_000691,Golden Ball,Stereolab,7,129327,5.412636185792603e-05,7.83e-06,0.132,412360.0,0.433,0.8370000000000001,9.0,0.244,-11.933,1.0,0.0313,78.125,4.0,0.313,3hnCiYt9CHQVAY2cOtrUos,0.00018778151343168403
"('Gone (Live)', 'M83')",user_000691,Gone (Live),M83,6,129327,4.639402444965089e-05,0.00346,0.193,350147.0,0.266,0.835,6.0,0.971,-12.379,1.0,0.0365,199.834,4.0,0.0863,2X7gQbzc9iZRU4vyEE1RLd,0.00021588992049426103
"('Goner W/ Souvenir', 'Richard Buckner')",user_000691,Goner W/ Souvenir,Richard Buckner,6,129327,4.639402444965089e-05,0.0286,0.522,161800.0,0.555,0.0131,10.0,0.307,-8.211,1.0,0.0267,134.167,4.0,0.468,0BgNhlH2ulbtHvvoht5dHk,0.00021539095726130775
"('Good Deeds', 'Owen')",user_000691,Good Deeds,Owen,8,129327,6.185869926620118e-05,0.95,0.461,205907.0,0.0588,0.00203,5.0,0.13,-22.506,1.0,0.0376,131.374,4.0,0.3,3rj8GYezFj99aNMlSWVYF4,0.00016026905342392261
"('Goodbye Blue Sky', 'Pink Floyd')",user_000691,Goodbye Blue Sky,Pink Floyd,9,129327,6.959103667447633e-05,0.879,0.638,167240.0,0.0811,0.00315,7.0,0.314,-22.646,1.0,0.0335,109.152,4.0,0.0502,0ESdtt9cjGZUkUbaubSrv2,0.00024782952746416065
"('Goodbye Johnny', 'The Gun Club')",user_000691,Goodbye Johnny,The Gun Club,8,129327,6.185869926620118e-05,0.608,0.523,181347.0,0.185,0.8220000000000001,9.0,0.11,-14.538,1.0,0.0415,113.645,4.0,0.32299999999999995,3XNMO47OgEwBfM0aTIfNhk,0.00019384078049045073
"('Got My Mind Set On You', 'George Harrison')",user_000691,Got My Mind Set On You,George Harrison,6,129327,4.639402444965089e-05,0.426,0.797,317290.0,0.8140000000000001,3.94e-05,11.0,0.581,-7.229,1.0,0.0382,149.42,4.0,0.8740000000000001,6miUySWi347iIJyz7ETo6m,0.0002853852160631387
"('Gotta Get The First Plane Home', 'The Kinks')",user_000691,Gotta Get The First Plane Home,The Kinks,6,129327,4.639402444965089e-05,0.31,0.48,105693.0,0.782,0.000758,0.0,0.14400000000000002,-9.162,1.0,0.078,168.96400000000003,4.0,0.8740000000000001,1ONetgo7V9ytFeOvUTDZhL,7.457950757983056e-05
"('Gotta Know Right Now', 'Smoking Popes')",user_000691,Gotta Know Right Now,Smoking Popes,6,129327,4.639402444965089e-05,0.0074,0.307,157067.0,0.923,0.0,2.0,0.154,-5.995,1.0,0.0732,134.278,1.0,0.705,5VHPcAaYBtNtWZKhGPH2yI,0.0
"('Green Typewriters', 'The Olivia Tremor Control')",user_000691,Green Typewriters,The Olivia Tremor Control,19,129327,0.00014691441075722784,0.299,0.474,142440.0,0.324,0.0017,5.0,0.112,-12.998,1.0,0.0369,93.393,4.0,0.151,66ZpVwsG8QogasDyb1Iznt,0.000415129560105143
"('Grey', 'Yellowcard')",user_000691,Grey,Yellowcard,6,129327,4.639402444965089e-05,5.64e-05,0.315,180293.0,0.956,0.0,2.0,0.258,-3.997,0.0,0.0497,94.299,4.0,0.433,49gtJtS8u0GUetaogTL9bm,0.0003543645264554307
"('Grounded', 'Pavement')",user_000691,Grounded,Pavement,10,129327,7.732337408275146e-05,0.0006230000000000001,0.292,255560.0,0.655,0.0863,9.0,0.139,-6.688,1.0,0.029,151.997,4.0,0.297,0V4nGeuNKg3e1DqODJ6uft,0.00023935832708232851
"('Guest Room', 'The National')",user_000691,Guest Room,The National,6,129327,4.639402444965089e-05,0.119,0.5760000000000001,198933.0,0.626,0.888,9.0,0.14,-7.541,1.0,0.028,135.954,4.0,0.546,2oCtEQQ6BezDWy8qPxo6Wk,0.0005436768601370101
"('Gut Bucket Blues', 'Louis Armstrong')",user_000691,Gut Bucket Blues,Louis Armstrong,7,129327,5.412636185792603e-05,0.996,0.618,168400.0,0.141,0.91,11.0,0.115,-17.2,1.0,0.113,138.691,4.0,0.759,61wCa6mI8xxcZH2GGnWPBc,0.0002469638365281135
"('Hang-Ups', 'T. Rex')",user_000691,Hang-Ups,T. Rex,6,129327,4.639402444965089e-05,0.00358,0.695,209733.0,0.6459999999999999,0.000132,9.0,0.0553,-10.302,1.0,0.0984,94.42,4.0,0.813,2I7ChPifimYFmlI0fx30YO,0.0003531746083658138
"('Hangover', 'Gomez')",user_000691,Hangover,Gomez,7,129327,5.412636185792603e-05,0.219,0.456,207029.0,0.637,1.57e-05,8.0,0.332,-11.237,1.0,0.0526,127.64,4.0,0.381,4vAR7gKBsN88d2OE6k4Fi4,0.0001799525333263663
"('Happy Alone', 'Earlimart')",user_000691,Happy Alone,Earlimart,6,129327,4.639402444965089e-05,0.313,0.638,282693.0,0.455,0.298,7.0,0.116,-8.195,0.0,0.0268,119.993,4.0,0.238,1fl9b79tRGhdVfW3oLa5ub,0.00020507320868623502
"('Happy Jack', 'The Who')",user_000691,Happy Jack,The Who,10,129327,7.732337408275146e-05,0.0411,0.564,132800.0,0.591,0.0059700000000000005,2.0,0.12,-11.771,1.0,0.0601,128.982,4.0,0.958,4EQL3I68WEw20icaY5y6Cy,0.00014404404603607368
"('Hate Your Smile', 'The Holy Fire')",user_000691,Hate Your Smile,The Holy Fire,6,129327,4.639402444965089e-05,0.000399,0.344,213187.0,0.833,0.0157,2.0,0.219,-4.481,1.0,0.0475,176.15,4.0,0.664,4ID9rg1QTCAw8xHYEMUsES,0.00021338225121958487
"('Have You Ever', 'Incubus')",user_000691,Have You Ever,Incubus,6,129327,4.639402444965089e-05,0.000265,0.476,194640.0,0.865,0.0822,7.0,0.0891,-5.343,0.0,0.0581,166.024,4.0,0.536,54F7O4KzbKJvG79HFxLz3L,2.2270583777794783e-05
"('Have You Heard? Part 1', 'The Moody Blues')",user_000691,Have You Heard? Part 1,The Moody Blues,8,129327,6.185869926620118e-05,0.649,0.422,88267.0,0.3670000000000001,0.635,9.0,0.121,-13.811,0.0,0.0291,76.866,4.0,0.455,4a7ySQtDXsPAxxNHpsqDgs,0.00021153380174410152
"('He Was A Friend Of Mine', 'The Byrds')",user_000691,He Was A Friend Of Mine,The Byrds,8,129327,6.185869926620118e-05,0.5670000000000001,0.173,149933.0,0.399,8.44e-06,9.0,0.361,-10.764,1.0,0.0305,79.078,3.0,0.32,4Pn4UmZSjNtxziYOkO0TCU,0.00023664398691169986
"('Heart Of The House', 'Alanis Morissette')",user_000691,Heart Of The House,Alanis Morissette,6,129327,4.639402444965089e-05,0.389,0.224,226533.0,0.496,1.63e-05,4.0,0.104,-9.053,0.0,0.0445,83.87899999999998,3.0,0.295,5KZ44NxIN2xHLCmWBbz2PB,0.00035647423620610574
"('Heart On The Ground', 'Jay Farrar')",user_000691,Heart On The Ground,Jay Farrar,7,129327,5.412636185792603e-05,0.397,0.313,260573.0,0.397,0.0237,9.0,0.107,-9.393,1.0,0.0351,121.013,4.0,0.116,47JH6kq1ZWkMdzGzn1dHvO,0.0003257776099485632
"('Heart-Shaped Box', 'Nirvana')",user_000691,Heart-Shaped Box,Nirvana,10,129327,7.732337408275146e-05,0.184,0.494,281160.0,0.677,0.0258,6.0,0.0926,-10.233,1.0,0.0452,101.539,4.0,0.316,11LmqTE2naFULdEP94AUBa,0.0003054534739233006
"('Hearts And Bones', 'Paul Simon')",user_000691,Hearts And Bones,Paul Simon,6,129327,4.639402444965089e-05,0.932,0.5820000000000001,339293.0,0.257,0.0393,4.0,0.111,-19.063,1.0,0.037000000000000005,114.127,4.0,0.478,6WEEA3pDQVogiNND0jRfoJ,0.00022243817051670334
"('Heaven Is In Your Mind', 'Traffic')",user_000691,Heaven Is In Your Mind,Traffic,6,129327,4.639402444965089e-05,0.122,0.6779999999999999,258827.0,0.6920000000000001,0.00491,9.0,0.551,-11.848,1.0,0.0466,90.082,4.0,0.725,6ei10DOWqD7FDC0xxhTHGW,0.00019329686176483563
"('Heavy Soup (Outro)', 'Cornershop')",user_000691,Heavy Soup (Outro),Cornershop,6,129327,4.639402444965089e-05,0.036000000000000004,0.945,133133.0,0.812,0.7509999999999999,4.0,0.227,-6.831,1.0,0.0446,119.982,4.0,0.916,0B2X8rtRwS2xfNGniGZMb5,0.00020566521524623127
"('Helicopter', 'Red House Painters')",user_000691,Helicopter,Red House Painters,6,129327,4.639402444965089e-05,0.601,0.529,322200.0,0.256,0.00542,10.0,0.122,-14.036,1.0,0.0257,82.72399999999998,3.0,0.112,6Ff2DugY6WZtrj8IcF3egq,1.0155195008465512e-05
"('Hell Or Highwater', 'Damien Jurado')",user_000691,Hell Or Highwater,Damien Jurado,7,129327,5.412636185792603e-05,0.903,0.441,125333.0,0.308,0.9,7.0,0.13699999999999998,-14.565,1.0,0.0351,124.838,4.0,0.15,2QmSPEFbRG3n3otrputXTN,0.00021378558585261054
"('Hello Dearest Love', 'The Appleseed Cast')",user_000691,Hello Dearest Love,The Appleseed Cast,6,129327,4.639402444965089e-05,0.526,0.213,288467.0,0.552,0.00194,11.0,0.304,-8.436,1.0,0.0314,95.026,4.0,0.0758,0Ua2q7eD7HwyPN84KU6OpJ,0.00012756027354132726
"('Hello Operator', 'The White Stripes')",user_000691,Hello Operator,The White Stripes,6,129327,4.639402444965089e-05,0.261,0.54,156267.0,0.7190000000000001,0.000544,10.0,0.152,-8.943999999999997,1.0,0.0478,95.04,4.0,0.645,0VRZJQpVz9Hdpkm5A4Qyb3,0.00017440239721899786
"('Here Comes My Baby', 'Yo La Tengo')",user_000691,Here Comes My Baby,Yo La Tengo,6,129327,4.639402444965089e-05,0.042,0.639,153600.0,0.464,0.0,6.0,0.0977,-12.423,1.0,0.0284,95.68,4.0,0.926,2oittaH7FBBxRDO0iQ90mF,0.00018588270738839618
"('Hermaphrodite', 'Eric Copeland')",user_000691,Hermaphrodite,Eric Copeland,7,129327,5.412636185792603e-05,0.7070000000000001,0.237,336333.0,0.6940000000000001,0.82,0.0,0.8370000000000001,-7.31,1.0,0.0423,129.273,4.0,0.139,3X0gqkYOQq0yd1dKW7Pfqv,0.00021442008843708393
"('Hey You', 'Pink Floyd')",user_000691,Hey You,Pink Floyd,6,129327,4.639402444965089e-05,0.221,0.588,278441.0,0.301,0.00236,0.0,0.128,-14.979,1.0,0.0294,112.458,4.0,0.19,7F02x6EKYIQV3VcTaTm7oN,0.00034215654125646644
"('High', 'James Blunt')",user_000691,High,James Blunt,6,129327,4.639402444965089e-05,0.259,0.541,243280.0,0.602,1.37e-06,10.0,0.125,-6.033,1.0,0.0257,81.32,4.0,0.446,13yEuYLJYxPCLJR0KNOqpk,0.00035906118707318413
"('Hold On', 'John Lennon')",user_000691,Hold On,John Lennon,6,129327,4.639402444965089e-05,0.5379999999999999,0.684,112040.0,0.21,0.031,1.0,0.14300000000000002,-18.204,0.0,0.0841,83.383,4.0,0.6809999999999999,4bN43jYf41eIjJZ3UXQpuA,0.00020156270456483938
"('Hole In The Ground', 'Sister Machine Gun')",user_000691,Hole In The Ground,Sister Machine Gun,6,129327,4.639402444965089e-05,0.004220000000000001,0.551,329027.0,0.975,0.133,1.0,0.285,-6.699,1.0,0.0433,90.229,4.0,0.483,2c5vmHTaQKXL15FatenJZh,0.00021310272641605899
"('Holy Names', 'Pretty Girls Make Graves')",user_000691,Holy Names,Pretty Girls Make Graves,6,129327,4.639402444965089e-05,0.0008880000000000002,0.539,237533.0,0.687,0.845,11.0,0.18,-8.594,0.0,0.0328,94.917,4.0,0.496,0l847ulLUuBs9aXrenaKn6,0.0001563433049405205
"('Honky Tonk', 'Miles Davis')",user_000691,Honky Tonk,Miles Davis,6,129327,4.639402444965089e-05,0.952,0.5670000000000001,353333.0,0.562,0.691,8.0,0.317,-10.057,1.0,0.0429,95.77,4.0,0.527,0ixYrXoKP6hUE8RDVWz093,0.00021143969495796
"('Hoochie Coochie Man', 'Muddy Waters')",user_000691,Hoochie Coochie Man,Muddy Waters,6,129327,4.639402444965089e-05,0.67,0.542,238533.0,0.588,0.158,2.0,0.241,-9.268,1.0,0.0665,113.948,3.0,0.8809999999999999,3KSchPNSklO5McIqRH3qYX,0.00011431307176112959
"('Hospital Beds', 'Cold War Kids')",user_000691,Hospital Beds,Cold War Kids,8,129327,6.185869926620118e-05,0.145,0.52,279400.0,0.672,0.0879,9.0,0.152,-4.534,1.0,0.0314,95.884,4.0,0.146,4Zhnwb8jvP09aIRAzQMG08,0.00024577993118279906
"('Hot Hot Hot!!!', 'The Cure')",user_000691,Hot Hot Hot!!!,The Cure,7,129327,5.412636185792603e-05,0.266,0.748,214240.0,0.905,0.000128,9.0,0.0426,-5.292999999999998,0.0,0.033,112.136,4.0,0.857,7x8jinx6zTL74mN5cf8kq9,0.00029643283283831146
"('Hot Tip/Tough Cub', 'Blitzen Trapper')",user_000691,Hot Tip/Tough Cub,Blitzen Trapper,6,129327,4.639402444965089e-05,0.705,0.364,207200.0,0.787,0.797,9.0,0.0881,-6.184,0.0,0.0489,107.56,4.0,0.206,6C7wCdxAcAhKA7A8etbVYH,0.00025002945663010756
"('How Can You Leave Us', 'The Charlatans')",user_000691,How Can You Leave Us,The Charlatans,6,129327,4.639402444965089e-05,0.00122,0.4970000000000001,226960.0,0.901,7.73e-06,2.0,0.112,-3.734,1.0,0.0384,105.303,4.0,0.569,3vu5ARe2If4otGecKZyOvH,0.00015995776387889293
"('How Deep Is The Ocean?', 'Bill Evans')",user_000691,How Deep Is The Ocean?,Bill Evans,6,129327,4.639402444965089e-05,0.8959999999999999,0.615,211467.0,0.157,0.863,5.0,0.0975,-19.471,0.0,0.042,119.756,4.0,0.152,0DWh4KE2jtivTLmlI4NtSN,0.0002136173496822824
"('How Do You Think It Feels', 'Lou Reed')",user_000691,How Do You Think It Feels,Lou Reed,6,129327,4.639402444965089e-05,0.327,0.38,221933.0,0.662,0.0276,0.0,0.127,-6.739,1.0,0.0407,96.765,4.0,0.695,5DyEGDNVFzXPGbXX6nJrpm,9.97861808726963e-05
"('How High Can You Fly', 'Ween')",user_000691,How High Can You Fly,Ween,6,129327,4.639402444965089e-05,0.00722,0.457,159335.0,0.677,0.141,6.0,0.0865,-6.192,1.0,0.0282,107.536,3.0,0.597,6yGZpEjBoL940KOo9uqAFn,0.00020212185910217784
"('Human Nature', 'Miles Davis')",user_000691,Human Nature,Miles Davis,8,129327,6.185869926620118e-05,0.495,0.6559999999999999,269800.0,0.32,0.0614,11.0,0.0765,-15.261,0.0,0.0348,91.368,4.0,0.573,25e6EHX8YyC5hsaipxdHCz,0.0002362143968213104
"('Hungry Like The Wolf', 'Duran Duran')",user_000691,Hungry Like The Wolf,Duran Duran,6,129327,4.639402444965089e-05,0.0433,0.691,220627.0,0.812,1.16e-06,0.0,0.299,-7.772,1.0,0.0558,127.568,4.0,0.685,39lSeqnyjZJejRuaREfyLL,0.0002587191370051478
"('I Am Faster', '12 Rods')",user_000691,I Am Faster,12 Rods,7,129327,5.412636185792603e-05,0.00949,0.348,403467.0,0.501,0.0622,8.0,0.303,-7.416,1.0,0.0463,116.021,3.0,0.172,4VwtVNDQKNfRxPDFAeFvT8,0.0002138780791911543
"('I Can See For Miles', 'The Who')",user_000691,I Can See For Miles,The Who,7,129327,5.412636185792603e-05,0.0399,0.34600000000000003,248619.0,0.797,2.17e-05,4.0,0.0728,-7.805,1.0,0.0888,130.91,4.0,0.196,2nlSeJ6CgvWeVOkrLmadf6,0.00020977943362510132
"('I Fought Piranhas', 'The White Stripes')",user_000691,I Fought Piranhas,The White Stripes,7,129327,5.412636185792603e-05,0.861,0.5579999999999999,187440.0,0.545,0.0177,11.0,0.14400000000000002,-6.481,1.0,0.0384,128.755,4.0,0.317,2VywaLNS5pFvfajGgHjcPH,0.00010451995562310579
